src_ip,dest_ip,dest_port,protocol,username,severity,alert_type,raw_log,country,is_bad_ip,is_off_hours,timestamp
192.168.1.35,10.0.0.15,21,TCP,user12,LOW,Normal Traffic,Regular user activity,China,False,False,2026-04-03 14:45:35
192.168.1.16,10.0.0.5,21,TCP,user12,CRITICAL,Data Exfiltration,Large outbound data transfer,India,False,True,2026-04-03 14:45:40
192.168.1.7,10.0.0.4,3389,TCP,user11,MEDIUM,Port Scan,Multiple ports scanned from same IP,Germany,False,True,2026-04-03 14:45:45
192.168.1.37,10.0.0.17,3389,TCP,user6,CRITICAL,Privilege Escalation,Unauthorized root access,India,True,False,2026-04-03 14:45:50
192.168.1.21,10.0.0.7,80,TCP,user5,CRITICAL,Privilege Escalation,Unauthorized root access,USA,True,False,2026-04-03 14:45:55
192.168.1.43,10.0.0.11,80,TCP,user12,LOW,Normal Traffic,Regular user activity,India,False,False,2026-04-03 14:46:00
45.33.32.156,10.0.0.10,22,TCP,user3,MEDIUM,XSS Attack,Script injection detected in URL,India,True,True,2026-04-03 14:46:05
192.168.1.41,10.0.0.5,3389,TCP,user6,CRITICAL,DDoS,High traffic spike detected,India,True,True,2026-04-03 14:46:10
192.168.1.45,10.0.0.16,443,TCP,user1,MEDIUM,Port Scan,Multiple ports scanned from same IP,Germany,False,False,2026-04-03 14:46:15
192.168.1.22,10.0.0.20,22,TCP,user18,CRITICAL,Privilege Escalation,Unauthorized root access,USA,False,True,2026-04-03 14:46:20
192.168.1.3,10.0.0.19,3389,TCP,user5,HIGH,Brute Force,Multiple failed login attempts detected,China,False,True,2026-04-03 14:46:25
192.168.1.47,10.0.0.3,443,TCP,user14,CRITICAL,Data Exfiltration,Large outbound data transfer,India,True,True,2026-04-03 14:46:30
192.168.1.33,10.0.0.7,80,TCP,user16,HIGH,Brute Force,Multiple failed login attempts detected,USA,True,True,2026-04-03 14:46:35
192.168.1.33,10.0.0.9,21,TCP,user5,MEDIUM,XSS Attack,Script injection detected in URL,USA,False,True,2026-04-03 14:46:40
192.168.1.42,10.0.0.2,3389,TCP,user12,LOW,Normal Traffic,Regular user activity,India,False,False,2026-04-03 14:46:45
192.168.1.47,10.0.0.13,443,TCP,user3,MEDIUM,XSS Attack,Script injection detected in URL,Germany,True,False,2026-04-03 14:46:50
192.168.1.3,10.0.0.14,21,TCP,user11,CRITICAL,DDoS,High traffic spike detected,Germany,False,False,2026-04-03 14:46:55
192.168.1.24,10.0.0.16,80,TCP,user15,CRITICAL,Privilege Escalation,Unauthorized root access,China,True,False,2026-04-03 14:47:00
192.168.1.43,10.0.0.7,22,TCP,user4,MEDIUM,XSS Attack,Script injection detected in URL,India,False,True,2026-04-03 14:47:05
192.168.1.26,10.0.0.10,443,TCP,user4,HIGH,Brute Force,Multiple failed login attempts detected,India,True,True,2026-04-03 14:47:10
192.168.1.34,10.0.0.8,22,TCP,user18,LOW,Normal Traffic,Regular user activity,China,False,True,2026-04-03 14:47:15
192.168.1.49,10.0.0.15,22,TCP,user7,HIGH,Brute Force,Multiple failed login attempts detected,Germany,False,False,2026-04-03 14:47:20
192.168.1.42,10.0.0.13,22,TCP,user16,LOW,Normal Traffic,Regular user activity,India,True,False,2026-04-03 14:47:25
192.168.1.22,10.0.0.7,22,TCP,user4,MEDIUM,XSS Attack,Script injection detected in URL,USA,False,False,2026-04-03 14:47:30
192.168.1.41,10.0.0.13,3389,TCP,user17,CRITICAL,DDoS,High traffic spike detected,India,True,True,2026-04-03 14:47:35
192.168.1.7,10.0.0.10,3389,TCP,user5,HIGH,Brute Force,Multiple failed login attempts detected,USA,False,False,2026-04-03 14:47:40
192.168.1.4,10.0.0.15,443,TCP,user4,HIGH,SQL Injection,Suspicious SQL query in request,USA,False,True,2026-04-03 14:47:45
192.168.1.23,10.0.0.7,3389,TCP,user8,CRITICAL,Privilege Escalation,Unauthorized root access,USA,False,True,2026-04-03 14:47:50
192.168.1.25,10.0.0.7,3389,TCP,user16,MEDIUM,Port Scan,Multiple ports scanned from same IP,India,True,True,2026-04-03 14:47:55
192.168.1.27,10.0.0.3,443,TCP,user7,LOW,Normal Traffic,Regular user activity,India,False,False,2026-04-03 14:48:00
192.168.1.26,10.0.0.9,443,TCP,user15,HIGH,SQL Injection,Suspicious SQL query in request,India,True,False,2026-04-03 14:48:05
192.168.1.10,10.0.0.7,443,TCP,user7,HIGH,Brute Force,Multiple failed login attempts detected,China,False,True,2026-04-03 14:48:10
192.168.1.43,10.0.0.6,443,TCP,user10,LOW,Normal Traffic,Regular user activity,Germany,True,True,2026-04-03 14:48:15
192.168.1.39,10.0.0.17,22,TCP,user4,MEDIUM,Port Scan,Multiple ports scanned from same IP,India,True,True,2026-04-03 14:48:20
192.168.1.42,10.0.0.9,22,TCP,user4,HIGH,SQL Injection,Suspicious SQL query in request,Germany,False,False,2026-04-03 14:48:25
192.168.1.34,10.0.0.18,80,TCP,user5,HIGH,SQL Injection,Suspicious SQL query in request,China,False,True,2026-04-03 14:48:30
192.168.1.28,10.0.0.20,21,TCP,user19,CRITICAL,Data Exfiltration,Large outbound data transfer,USA,True,True,2026-04-03 14:48:35
192.168.1.1,10.0.0.17,22,TCP,user8,CRITICAL,Privilege Escalation,Unauthorized root access,India,True,False,2026-04-03 14:48:40
192.168.1.44,10.0.0.9,21,TCP,user20,LOW,Normal Traffic,Regular user activity,USA,True,False,2026-04-03 14:48:45
192.168.1.39,10.0.0.14,21,TCP,user16,CRITICAL,Data Exfiltration,Large outbound data transfer,USA,False,True,2026-04-03 14:48:50
192.168.1.16,10.0.0.4,80,TCP,user16,MEDIUM,XSS Attack,Script injection detected in URL,India,False,True,2026-04-03 14:48:55
192.168.1.40,10.0.0.15,3389,TCP,user17,CRITICAL,Data Exfiltration,Large outbound data transfer,USA,True,False,2026-04-03 14:49:00
192.168.1.16,10.0.0.3,443,TCP,user3,MEDIUM,Port Scan,Multiple ports scanned from same IP,China,True,False,2026-04-03 14:49:05
192.168.1.27,10.0.0.16,80,TCP,user9,LOW,Normal Traffic,Regular user activity,Germany,True,True,2026-04-03 14:49:10
192.168.1.20,10.0.0.11,22,TCP,user16,CRITICAL,DDoS,High traffic spike detected,Germany,True,False,2026-04-03 14:49:15
203.0.113.5,10.0.0.9,22,TCP,user12,HIGH,SQL Injection,Suspicious SQL query in request,USA,True,True,2026-04-03 14:49:20
192.168.1.38,10.0.0.4,80,TCP,user5,MEDIUM,XSS Attack,Script injection detected in URL,India,False,True,2026-04-03 14:49:25
192.168.1.47,10.0.0.19,80,TCP,user6,CRITICAL,DDoS,High traffic spike detected,Germany,False,False,2026-04-03 14:49:30
192.168.1.42,10.0.0.11,21,TCP,user10,MEDIUM,Port Scan,Multiple ports scanned from same IP,USA,False,False,2026-04-03 14:49:35
192.168.1.29,10.0.0.1,22,TCP,user17,CRITICAL,Data Exfiltration,Large outbound data transfer,India,True,False,2026-04-03 14:49:40
45.33.32.156,10.0.0.18,3389,TCP,user19,LOW,Normal Traffic,Regular user activity,India,False,False,2026-04-03 14:49:45
192.168.1.41,10.0.0.4,3389,TCP,user11,CRITICAL,DDoS,High traffic spike detected,USA,False,True,2026-04-03 14:49:50
192.168.1.23,10.0.0.8,3389,TCP,user8,MEDIUM,Port Scan,Multiple ports scanned from same IP,China,False,True,2026-04-03 14:49:55
192.168.1.45,10.0.0.1,21,TCP,user20,MEDIUM,Port Scan,Multiple ports scanned from same IP,China,True,False,2026-04-03 14:50:00
192.168.1.30,10.0.0.4,3389,TCP,user4,MEDIUM,Port Scan,Multiple ports scanned from same IP,India,False,True,2026-04-03 14:50:05
192.168.1.24,10.0.0.16,80,TCP,user5,MEDIUM,XSS Attack,Script injection detected in URL,USA,False,True,2026-04-03 14:50:10
192.168.1.4,10.0.0.17,443,TCP,user20,HIGH,SQL Injection,Suspicious SQL query in request,China,True,False,2026-04-03 14:50:15
192.168.1.47,10.0.0.4,21,TCP,user18,CRITICAL,DDoS,High traffic spike detected,China,False,True,2026-04-03 14:50:20
192.168.1.44,10.0.0.12,22,TCP,user16,CRITICAL,Privilege Escalation,Unauthorized root access,Germany,True,True,2026-04-03 14:50:25
192.168.1.11,10.0.0.13,21,TCP,user19,CRITICAL,DDoS,High traffic spike detected,USA,False,True,2026-04-03 14:50:30
192.168.1.8,10.0.0.14,21,TCP,user11,MEDIUM,Port Scan,Multiple ports scanned from same IP,China,True,False,2026-04-03 14:50:35
192.168.1.24,10.0.0.1,443,TCP,user2,HIGH,SQL Injection,Suspicious SQL query in request,Germany,False,True,2026-04-03 14:50:40
192.168.1.41,10.0.0.8,22,TCP,user20,LOW,Normal Traffic,Regular user activity,India,True,False,2026-04-03 14:50:45
192.168.1.44,10.0.0.1,443,TCP,user15,CRITICAL,Data Exfiltration,Large outbound data transfer,China,True,False,2026-04-03 14:50:50
192.168.1.42,10.0.0.17,22,TCP,user19,HIGH,SQL Injection,Suspicious SQL query in request,China,True,False,2026-04-03 14:50:55
45.33.32.156,10.0.0.20,21,TCP,user18,LOW,Normal Traffic,Regular user activity,China,False,False,2026-04-03 14:51:00
192.168.1.24,10.0.0.7,443,TCP,user15,MEDIUM,XSS Attack,Script injection detected in URL,India,False,False,2026-04-03 14:51:05
192.168.1.46,10.0.0.4,443,TCP,user3,HIGH,Brute Force,Multiple failed login attempts detected,USA,False,True,2026-04-03 14:51:10
192.168.1.40,10.0.0.19,22,TCP,user12,LOW,Normal Traffic,Regular user activity,USA,False,False,2026-04-03 14:51:15
192.168.1.43,10.0.0.8,21,TCP,user2,CRITICAL,Data Exfiltration,Large outbound data transfer,Germany,True,False,2026-04-03 14:51:20
192.168.1.44,10.0.0.1,22,TCP,user20,CRITICAL,Privilege Escalation,Unauthorized root access,Germany,False,True,2026-04-03 14:51:25
192.168.1.14,10.0.0.16,21,TCP,user2,CRITICAL,Data Exfiltration,Large outbound data transfer,USA,True,True,2026-04-03 14:51:30
192.168.1.8,10.0.0.16,22,TCP,user11,CRITICAL,Data Exfiltration,Large outbound data transfer,China,False,True,2026-04-03 14:51:35
192.168.1.29,10.0.0.14,21,TCP,user4,HIGH,Brute Force,Multiple failed login attempts detected,Germany,False,True,2026-04-03 14:51:40
192.168.1.16,10.0.0.12,21,TCP,user14,HIGH,SQL Injection,Suspicious SQL query in request,China,False,True,2026-04-03 14:51:45
192.168.1.49,10.0.0.14,3389,TCP,user6,MEDIUM,Port Scan,Multiple ports scanned from same IP,China,False,True,2026-04-03 14:51:50
192.168.1.8,10.0.0.9,3389,TCP,user5,MEDIUM,XSS Attack,Script injection detected in URL,USA,True,True,2026-04-03 14:51:55
192.168.1.3,10.0.0.14,22,TCP,user16,CRITICAL,Privilege Escalation,Unauthorized root access,China,False,False,2026-04-03 14:52:00
192.168.1.6,10.0.0.19,443,TCP,user14,LOW,Normal Traffic,Regular user activity,USA,False,False,2026-04-03 14:52:05
192.168.1.16,10.0.0.13,21,TCP,user19,MEDIUM,Port Scan,Multiple ports scanned from same IP,Germany,False,False,2026-04-03 14:52:10
192.168.1.21,10.0.0.9,3389,TCP,user17,CRITICAL,Privilege Escalation,Unauthorized root access,India,False,True,2026-04-03 14:52:15
192.168.1.15,10.0.0.10,22,TCP,user19,HIGH,SQL Injection,Suspicious SQL query in request,USA,False,True,2026-04-03 14:52:20
192.168.1.37,10.0.0.19,21,TCP,user11,CRITICAL,Data Exfiltration,Large outbound data transfer,Germany,False,True,2026-04-03 14:52:25
192.168.1.14,10.0.0.11,80,TCP,user8,LOW,Normal Traffic,Regular user activity,Germany,False,False,2026-04-03 14:52:30
45.33.32.156,10.0.0.2,443,TCP,user20,HIGH,SQL Injection,Suspicious SQL query in request,India,False,True,2026-04-03 14:52:35
192.168.1.28,10.0.0.13,21,TCP,user13,MEDIUM,Port Scan,Multiple ports scanned from same IP,USA,False,False,2026-04-03 14:52:40
192.168.1.7,10.0.0.1,21,TCP,user4,CRITICAL,Privilege Escalation,Unauthorized root access,Germany,False,True,2026-04-03 14:52:45
192.168.1.45,10.0.0.16,21,TCP,user6,HIGH,Brute Force,Multiple failed login attempts detected,USA,True,True,2026-04-03 14:52:50
192.168.1.30,10.0.0.3,21,TCP,user17,CRITICAL,Privilege Escalation,Unauthorized root access,Germany,True,True,2026-04-03 14:52:55
192.168.1.45,10.0.0.6,80,TCP,user8,CRITICAL,Data Exfiltration,Large outbound data transfer,India,True,False,2026-04-03 14:53:00
192.168.1.27,10.0.0.1,21,TCP,user10,MEDIUM,XSS Attack,Script injection detected in URL,Germany,True,True,2026-04-03 14:53:05
192.168.1.35,10.0.0.12,443,TCP,user19,CRITICAL,DDoS,High traffic spike detected,USA,True,True,2026-04-03 14:53:10
192.168.1.20,10.0.0.4,22,TCP,user12,CRITICAL,Privilege Escalation,Unauthorized root access,China,True,True,2026-04-03 14:53:15
192.168.1.25,10.0.0.2,3389,TCP,user14,HIGH,SQL Injection,Suspicious SQL query in request,China,True,False,2026-04-03 14:53:20
192.168.1.39,10.0.0.11,443,TCP,user1,LOW,Normal Traffic,Regular user activity,India,True,True,2026-04-03 14:53:25
192.168.1.18,10.0.0.16,21,TCP,user11,MEDIUM,XSS Attack,Script injection detected in URL,China,False,True,2026-04-03 14:53:30
192.168.1.44,10.0.0.14,443,TCP,user5,MEDIUM,XSS Attack,Script injection detected in URL,India,True,True,2026-04-03 14:53:35
192.168.1.44,10.0.0.18,3389,TCP,user12,CRITICAL,DDoS,High traffic spike detected,Germany,True,False,2026-04-03 14:53:40
192.168.1.27,10.0.0.16,21,TCP,user6,MEDIUM,Port Scan,Multiple ports scanned from same IP,India,False,False,2026-04-03 14:53:45
192.168.1.7,10.0.0.20,21,TCP,user16,CRITICAL,Data Exfiltration,Large outbound data transfer,USA,False,True,2026-04-03 14:53:50
192.168.1.25,10.0.0.20,443,TCP,user12,HIGH,SQL Injection,Suspicious SQL query in request,USA,True,True,2026-04-03 14:53:55
192.168.1.16,10.0.0.11,80,TCP,user17,LOW,Normal Traffic,Regular user activity,USA,True,False,2026-04-03 14:54:00
192.168.1.19,10.0.0.12,443,TCP,user7,CRITICAL,Privilege Escalation,Unauthorized root access,India,True,True,2026-04-03 14:54:05
192.168.1.47,10.0.0.4,21,TCP,user15,LOW,Normal Traffic,Regular user activity,India,True,False,2026-04-03 14:54:10
192.168.1.45,10.0.0.19,22,TCP,user3,LOW,Normal Traffic,Regular user activity,Germany,False,True,2026-04-03 14:54:15
192.168.1.34,10.0.0.6,22,TCP,user4,MEDIUM,XSS Attack,Script injection detected in URL,Germany,True,True,2026-04-03 14:54:20
192.168.1.18,10.0.0.4,443,TCP,user2,HIGH,SQL Injection,Suspicious SQL query in request,USA,False,True,2026-04-03 14:54:25
192.168.1.8,10.0.0.3,21,TCP,user3,CRITICAL,Privilege Escalation,Unauthorized root access,USA,False,False,2026-04-03 14:54:30
192.168.1.42,10.0.0.1,21,TCP,user5,CRITICAL,DDoS,High traffic spike detected,India,False,False,2026-04-03 14:54:35
192.168.1.43,10.0.0.14,3389,TCP,user3,MEDIUM,XSS Attack,Script injection detected in URL,India,False,False,2026-04-03 14:54:40
192.168.1.28,10.0.0.11,3389,TCP,user4,CRITICAL,Privilege Escalation,Unauthorized root access,Germany,True,True,2026-04-03 14:54:45
192.168.1.44,10.0.0.5,22,TCP,user14,HIGH,Brute Force,Multiple failed login attempts detected,China,True,True,2026-04-03 14:54:50
192.168.1.2,10.0.0.15,3389,TCP,user4,HIGH,Brute Force,Multiple failed login attempts detected,Germany,True,True,2026-04-03 14:54:55
45.33.32.156,10.0.0.1,80,TCP,user13,MEDIUM,XSS Attack,Script injection detected in URL,USA,True,False,2026-04-03 14:55:00
45.33.32.156,10.0.0.2,80,TCP,user6,HIGH,SQL Injection,Suspicious SQL query in request,China,False,True,2026-04-03 14:55:05
192.168.1.9,10.0.0.16,3389,TCP,user1,CRITICAL,DDoS,High traffic spike detected,Germany,True,False,2026-04-03 14:55:10
192.168.1.23,10.0.0.4,80,TCP,user11,HIGH,SQL Injection,Suspicious SQL query in request,USA,True,False,2026-04-03 14:55:15
192.168.1.11,10.0.0.16,443,TCP,user12,MEDIUM,XSS Attack,Script injection detected in URL,Germany,False,True,2026-04-03 14:55:20
192.168.1.21,10.0.0.14,22,TCP,user12,CRITICAL,DDoS,High traffic spike detected,China,False,True,2026-04-03 14:55:25
192.168.1.2,10.0.0.11,80,TCP,user8,LOW,Normal Traffic,Regular user activity,Germany,False,False,2026-04-03 14:55:30
192.168.1.34,10.0.0.7,21,TCP,user4,CRITICAL,Data Exfiltration,Large outbound data transfer,China,False,True,2026-04-03 14:55:35
192.168.1.6,10.0.0.15,21,TCP,user19,HIGH,Brute Force,Multiple failed login attempts detected,Germany,False,True,2026-04-03 14:55:40
192.168.1.37,10.0.0.6,80,TCP,user8,LOW,Normal Traffic,Regular user activity,USA,False,True,2026-04-03 14:55:45
192.168.1.3,10.0.0.1,21,TCP,user9,CRITICAL,Data Exfiltration,Large outbound data transfer,China,True,True,2026-04-03 14:55:50
192.168.1.23,10.0.0.11,3389,TCP,user7,HIGH,SQL Injection,Suspicious SQL query in request,Germany,False,True,2026-04-03 14:55:55
192.168.1.11,10.0.0.17,80,TCP,user13,HIGH,SQL Injection,Suspicious SQL query in request,USA,True,False,2026-04-03 14:56:00
192.168.1.37,10.0.0.5,80,TCP,user11,HIGH,SQL Injection,Suspicious SQL query in request,China,True,True,2026-04-03 14:56:05
192.168.1.40,10.0.0.11,443,TCP,user10,CRITICAL,Privilege Escalation,Unauthorized root access,USA,True,True,2026-04-03 14:56:10
192.168.1.39,10.0.0.12,80,TCP,user12,CRITICAL,DDoS,High traffic spike detected,USA,False,True,2026-04-03 14:56:15
192.168.1.5,10.0.0.17,443,TCP,user10,HIGH,SQL Injection,Suspicious SQL query in request,Germany,False,False,2026-04-03 14:56:20
192.168.1.33,10.0.0.19,443,TCP,user19,HIGH,Brute Force,Multiple failed login attempts detected,China,True,True,2026-04-03 14:56:25
192.168.1.22,10.0.0.15,22,TCP,user13,CRITICAL,DDoS,High traffic spike detected,China,True,True,2026-04-03 14:56:30
192.168.1.47,10.0.0.19,80,TCP,user16,HIGH,SQL Injection,Suspicious SQL query in request,China,True,True,2026-04-03 14:56:35
203.0.113.5,10.0.0.6,80,TCP,user20,MEDIUM,XSS Attack,Script injection detected in URL,Germany,True,False,2026-04-03 14:56:40
192.168.1.45,10.0.0.8,3389,TCP,user17,CRITICAL,Privilege Escalation,Unauthorized root access,India,True,False,2026-04-03 14:56:45
192.168.1.40,10.0.0.13,443,TCP,user1,CRITICAL,Privilege Escalation,Unauthorized root access,Germany,False,False,2026-04-03 14:56:50
192.168.1.34,10.0.0.13,3389,TCP,user18,LOW,Normal Traffic,Regular user activity,Germany,True,True,2026-04-03 14:56:55
45.33.32.156,10.0.0.20,3389,TCP,user18,HIGH,Brute Force,Multiple failed login attempts detected,India,True,False,2026-04-03 14:57:00
192.168.1.41,10.0.0.6,443,TCP,user7,LOW,Normal Traffic,Regular user activity,Germany,False,False,2026-04-03 14:57:05
192.168.1.49,10.0.0.2,80,TCP,user7,LOW,Normal Traffic,Regular user activity,India,True,False,2026-04-03 14:57:10
192.168.1.36,10.0.0.15,22,TCP,user11,LOW,Normal Traffic,Regular user activity,India,False,True,2026-04-03 14:57:15
192.168.1.21,10.0.0.12,3389,TCP,user9,MEDIUM,Port Scan,Multiple ports scanned from same IP,USA,False,True,2026-04-03 14:57:20
192.168.1.25,10.0.0.11,80,TCP,user9,HIGH,Brute Force,Multiple failed login attempts detected,Germany,True,True,2026-04-03 14:57:25
192.168.1.41,10.0.0.17,443,TCP,user2,CRITICAL,Data Exfiltration,Large outbound data transfer,USA,True,True,2026-04-03 14:57:30
192.168.1.23,10.0.0.20,22,TCP,user6,HIGH,SQL Injection,Suspicious SQL query in request,Germany,False,False,2026-04-03 14:57:35
192.168.1.40,10.0.0.10,443,TCP,user20,HIGH,Brute Force,Multiple failed login attempts detected,USA,True,False,2026-04-03 14:57:40
192.168.1.23,10.0.0.4,443,TCP,user7,MEDIUM,Port Scan,Multiple ports scanned from same IP,China,False,False,2026-04-03 14:57:45
203.0.113.5,10.0.0.15,21,TCP,user9,CRITICAL,DDoS,High traffic spike detected,China,True,False,2026-04-03 14:57:50
192.168.1.45,10.0.0.16,3389,TCP,user18,LOW,Normal Traffic,Regular user activity,Germany,False,False,2026-04-03 14:57:55
192.168.1.33,10.0.0.13,80,TCP,user5,HIGH,SQL Injection,Suspicious SQL query in request,China,True,False,2026-04-03 14:58:00
192.168.1.21,10.0.0.9,3389,TCP,user3,MEDIUM,Port Scan,Multiple ports scanned from same IP,India,False,True,2026-04-03 14:58:05
203.0.113.5,10.0.0.15,443,TCP,user10,LOW,Normal Traffic,Regular user activity,Germany,True,True,2026-04-03 14:58:10
192.168.1.19,10.0.0.19,21,TCP,user17,CRITICAL,DDoS,High traffic spike detected,Germany,True,False,2026-04-03 14:58:15
192.168.1.35,10.0.0.1,3389,TCP,user11,HIGH,SQL Injection,Suspicious SQL query in request,Germany,False,False,2026-04-03 14:58:20
192.168.1.24,10.0.0.6,21,TCP,user11,HIGH,SQL Injection,Suspicious SQL query in request,India,False,True,2026-04-03 14:58:25
192.168.1.4,10.0.0.6,3389,TCP,user10,HIGH,Brute Force,Multiple failed login attempts detected,India,True,False,2026-04-03 14:58:30
192.168.1.38,10.0.0.7,22,TCP,user9,CRITICAL,Privilege Escalation,Unauthorized root access,China,True,False,2026-04-03 14:58:35
192.168.1.19,10.0.0.18,22,TCP,user1,CRITICAL,Privilege Escalation,Unauthorized root access,Germany,True,False,2026-04-03 14:58:40
192.168.1.14,10.0.0.2,22,TCP,user8,HIGH,SQL Injection,Suspicious SQL query in request,USA,True,False,2026-04-03 14:58:45
192.168.1.19,10.0.0.6,443,TCP,user4,CRITICAL,DDoS,High traffic spike detected,Germany,False,True,2026-04-03 14:58:50
192.168.1.4,10.0.0.17,443,TCP,user9,MEDIUM,Port Scan,Multiple ports scanned from same IP,India,False,False,2026-04-03 14:58:55
192.168.1.49,10.0.0.1,443,TCP,user3,MEDIUM,Port Scan,Multiple ports scanned from same IP,USA,False,False,2026-04-03 14:59:00
8.8.8.8,10.0.0.15,22,TCP,user8,LOW,Normal Traffic,Regular user activity,China,False,True,2026-04-03 14:59:05
192.168.1.11,10.0.0.9,21,TCP,user19,CRITICAL,Privilege Escalation,Unauthorized root access,USA,False,True,2026-04-03 14:59:10
192.168.1.3,10.0.0.4,3389,TCP,user12,CRITICAL,DDoS,High traffic spike detected,India,True,False,2026-04-03 14:59:15
192.168.1.48,10.0.0.18,443,TCP,user12,CRITICAL,DDoS,High traffic spike detected,India,False,False,2026-04-03 14:59:20
192.168.1.10,10.0.0.7,3389,TCP,user10,LOW,Normal Traffic,Regular user activity,China,False,True,2026-04-03 14:59:25
192.168.1.6,10.0.0.17,22,TCP,user16,CRITICAL,DDoS,High traffic spike detected,China,True,False,2026-04-03 14:59:30
8.8.8.8,10.0.0.12,80,TCP,user11,LOW,Normal Traffic,Regular user activity,China,True,False,2026-04-03 14:59:35
192.168.1.28,10.0.0.16,22,TCP,user2,MEDIUM,Port Scan,Multiple ports scanned from same IP,India,False,False,2026-04-03 14:59:40
192.168.1.48,10.0.0.12,22,TCP,user14,HIGH,Brute Force,Multiple failed login attempts detected,USA,False,True,2026-04-03 14:59:45
192.168.1.16,10.0.0.17,3389,TCP,user13,CRITICAL,Data Exfiltration,Large outbound data transfer,China,False,True,2026-04-03 14:59:50
192.168.1.48,10.0.0.20,21,TCP,user8,LOW,Normal Traffic,Regular user activity,USA,True,True,2026-04-03 14:59:55
192.168.1.24,10.0.0.10,21,TCP,user6,LOW,Normal Traffic,Regular user activity,China,True,False,2026-04-03 15:00:00
192.168.1.19,10.0.0.6,22,TCP,user1,LOW,Normal Traffic,Regular user activity,China,True,False,2026-04-03 15:00:05
192.168.1.5,10.0.0.17,443,TCP,user9,MEDIUM,XSS Attack,Script injection detected in URL,USA,True,True,2026-04-03 15:00:10
192.168.1.30,10.0.0.12,22,TCP,user3,CRITICAL,Privilege Escalation,Unauthorized root access,Germany,True,True,2026-04-03 15:00:15
192.168.1.33,10.0.0.5,443,TCP,user4,MEDIUM,XSS Attack,Script injection detected in URL,USA,True,True,2026-04-03 15:00:20
192.168.1.22,10.0.0.1,80,TCP,user4,HIGH,SQL Injection,Suspicious SQL query in request,India,True,False,2026-04-03 15:00:25
192.168.1.35,10.0.0.1,3389,TCP,user10,HIGH,SQL Injection,Suspicious SQL query in request,USA,True,True,2026-04-03 15:00:30
192.168.1.10,10.0.0.1,21,TCP,user12,CRITICAL,Privilege Escalation,Unauthorized root access,Germany,False,False,2026-04-03 15:00:35
192.168.1.43,10.0.0.8,80,TCP,user11,LOW,Normal Traffic,Regular user activity,Germany,False,False,2026-04-03 15:00:40
192.168.1.45,10.0.0.2,22,TCP,user15,CRITICAL,Data Exfiltration,Large outbound data transfer,China,False,False,2026-04-03 15:00:45
192.168.1.15,10.0.0.14,443,TCP,user2,LOW,Normal Traffic,Regular user activity,Germany,True,False,2026-04-03 15:00:50
192.168.1.41,10.0.0.2,21,TCP,user10,HIGH,SQL Injection,Suspicious SQL query in request,China,False,True,2026-04-03 15:00:55
192.168.1.44,10.0.0.17,21,TCP,user1,LOW,Normal Traffic,Regular user activity,India,False,False,2026-04-03 15:01:00
192.168.1.47,10.0.0.7,21,TCP,user12,CRITICAL,Privilege Escalation,Unauthorized root access,Germany,False,True,2026-04-03 15:01:05
192.168.1.27,10.0.0.12,22,TCP,user6,MEDIUM,XSS Attack,Script injection detected in URL,India,True,False,2026-04-03 15:01:10
192.168.1.30,10.0.0.15,3389,TCP,user10,HIGH,SQL Injection,Suspicious SQL query in request,USA,True,False,2026-04-03 15:01:15
192.168.1.47,10.0.0.16,80,TCP,user3,CRITICAL,Data Exfiltration,Large outbound data transfer,India,True,True,2026-04-03 15:01:20
192.168.1.10,10.0.0.1,3389,TCP,user5,MEDIUM,Port Scan,Multiple ports scanned from same IP,China,False,False,2026-04-03 15:01:25
192.168.1.19,10.0.0.7,443,TCP,user12,CRITICAL,Data Exfiltration,Large outbound data transfer,India,False,False,2026-04-03 15:01:30
192.168.1.39,10.0.0.20,80,TCP,user11,HIGH,Brute Force,Multiple failed login attempts detected,USA,False,True,2026-04-03 15:01:35
192.168.1.11,10.0.0.8,443,TCP,user15,CRITICAL,Data Exfiltration,Large outbound data transfer,India,True,True,2026-04-03 15:01:40
192.168.1.37,10.0.0.1,21,TCP,user14,CRITICAL,Data Exfiltration,Large outbound data transfer,India,True,True,2026-04-03 15:01:45
203.0.113.5,10.0.0.5,3389,TCP,user20,HIGH,Brute Force,Multiple failed login attempts detected,USA,False,False,2026-04-03 15:01:50
192.168.1.29,10.0.0.3,22,TCP,user2,CRITICAL,DDoS,High traffic spike detected,India,False,True,2026-04-03 15:01:55
192.168.1.26,10.0.0.9,22,TCP,user2,CRITICAL,DDoS,High traffic spike detected,USA,True,True,2026-04-03 15:02:00
192.168.1.29,10.0.0.13,443,TCP,user10,HIGH,SQL Injection,Suspicious SQL query in request,India,True,True,2026-04-03 15:02:05
192.168.1.45,10.0.0.1,22,TCP,user17,CRITICAL,Privilege Escalation,Unauthorized root access,India,False,False,2026-04-03 15:02:10
192.168.1.19,10.0.0.20,3389,TCP,user14,MEDIUM,Port Scan,Multiple ports scanned from same IP,China,False,False,2026-04-03 15:02:15
192.168.1.10,10.0.0.18,3389,TCP,user7,CRITICAL,DDoS,High traffic spike detected,China,True,True,2026-04-03 15:02:20
192.168.1.19,10.0.0.18,21,TCP,user14,MEDIUM,XSS Attack,Script injection detected in URL,Germany,False,True,2026-04-03 15:02:25
